(18, 27), 504.002469	
(18, 38), 500.206792	
(18, 49), 481.237250	
(19, 15), 495.032623	
(19, 26), 498.836286	
(19, 37), 482.040302	
(19, 48), 495.164653	
(2, 40), 502.437042	
(20, 4), 496.522904	
(21, 5), 502.633154	
(22, 6), 509.556122	
(23, 7), 505.546372	
(24, 8), 506.692953	
(25, 9), 502.115080	
(26, 19), 505.769632	
(27, 18), 507.368351	
(27, 29), 498.671115	
(28, 17), 501.777334	
(28, 28), 513.016541	
(28, 39), 508.579416	
(29, 16), 495.234263	
(29, 27), 503.178308	
(29, 38), 502.789409	
(29, 49), 479.301678	
(30, 3), 526.549090	
(31, 4), 503.929242	
(32, 5), 497.368974	
(33, 6), 508.325832	
(34, 7), 503.774516	
(35, 8), 504.651320	
(36, 9), 496.134183	
(37, 19), 504.909002	
(38, 18), 510.332075	
(38, 29), 508.868420	
(39, 17), 486.973363	
(39, 28), 485.886505	
(39, 39), 493.145907	
(40, 2), 512.866198	
(41, 3), 502.103691	
(42, 4), 491.558363	
(43, 5), 518.101747	
(44, 6), 499.725574	
(45, 7), 511.262241	
(46, 8), 507.103420	
(47, 9), 501.137846	
(48, 19), 496.132872	
(49, 18), 498.761059	
(49, 29), 490.726240	
(0, 10), 507.629877	
(0, 21), 508.776082	
(0, 32), 509.562707	
(0, 43), 522.579968	
(1, 20), 516.823615	
(1, 31), 521.088286	
(1, 42), 500.653428	
(10, 6), 505.534596	
(11, 7), 519.106261	
(12, 8), 507.067132	
(13, 9), 513.243741	
(16, 19), 500.094393	
(17, 18), 501.521831	
(17, 29), 497.955028	
(18, 17), 489.661714	
(18, 28), 499.690493	
(18, 39), 499.779836	
(19, 16), 495.121779	
(19, 27), 505.881740	
(19, 38), 500.690066	
(19, 49), 482.799749	
(2, 30), 507.151865	
(2, 41), 506.829310	
(20, 5), 512.762672	
(21, 6), 507.369029	
(22, 7), 503.736935	
(23, 8), 504.975763	
(24, 9), 492.503329	
(27, 19), 505.617098	
(28, 18), 507.964641	
(28, 29), 500.732441	
(29, 17), 498.273100	
(29, 28), 487.668549	
(29, 39), 501.267472	
(3, 40), 493.874069	
(30, 4), 508.215905	
(31, 5), 511.089722	
(32, 6), 496.357190	
(33, 7), 517.651604	
(34, 8), 499.326390	
(35, 9), 497.994271	
(38, 19), 512.665391	
(39, 18), 499.286056	
(39, 29), 494.126147	
(40, 3), 517.651333	
(41, 4), 495.039736	
(42, 5), 503.585626	
(43, 6), 522.471669	
(44, 7), 506.657375	
(45, 8), 516.884775	
(46, 9), 506.635829	
(49, 19), 500.352036	
(0, 11), 534.506736	
(0, 22), 521.242426	
(0, 33), 522.323323	
(0, 44), 522.904336	
(1, 10), 504.472693	
(1, 21), 503.201623	
(1, 32), 506.665216	
(1, 43), 522.988102	
(10, 7), 505.233855	
(11, 8), 520.072450	
(12, 9), 506.993042	
(17, 19), 498.604203	
(18, 18), 499.334296	
(18, 29), 490.020232	
(19, 17), 504.990210	
(19, 28), 499.129307	
(19, 39), 502.413976	
(2, 20), 509.124888	
(2, 31), 519.409393	
(2, 42), 491.115920	
(20, 6), 513.390676	
(21, 7), 514.277973	
(22, 8), 510.182920	
(23, 9), 502.938547	
(28, 19), 507.691655	
(29, 18), 499.472850	
(29, 29), 498.780017	
(3, 30), 492.927868	
(3, 41), 481.832300	
(30, 5), 527.986075	
(31, 6), 517.170989	
(32, 7), 495.218044	
(33, 8), 505.358295	
(34, 9), 494.896442	
(39, 19), 499.592669	
(4, 40), 499.206179	
(40, 4), 514.873856	
(41, 5), 502.415271	
(42, 6), 509.279651	
(43, 7), 521.991979	
(44, 8), 499.669134	
(45, 9), 509.169350	
(0, 12), 509.663964	
(0, 23), 514.077450	
(0, 34), 522.216094	
(0, 45), 500.740245	
(1, 11), 529.707858	
(1, 22), 518.216914	
(1, 33), 515.592018	
(1, 44), 521.270467	
(10, 8), 501.563944	
(11, 9), 513.545118	
(18, 19), 497.502544	
(19, 18), 487.913883	
(19, 29), 502.267455	
(2, 10), 493.273383	
(2, 21), 499.600638	
(2, 32), 500.228833	
(2, 43), 520.571951	
(20, 7), 514.467508	
(21, 8), 498.252074	
(22, 9), 498.705139	
(29, 19), 500.130334	
(3, 20), 496.703517	
(3, 31), 504.070840	
(3, 42), 476.316051	
(30, 6), 524.030712	
(31, 7), 519.369757	
(32, 8), 496.319452	
(33, 9), 495.156058	
(4, 30), 509.876892	
(4, 41), 498.529991	
(40, 5), 521.362963	
(41, 6), 502.409127	
(42, 7), 506.681498	
(43, 8), 511.736178	
(44, 9), 498.388412	
(5, 40), 501.484158	
(9, 0), 485.457103	
(0, 13), 505.833686	
(0, 24), 528.617458	
(0, 35), 509.776095	
(0, 46), 523.648690	
(1, 12), 502.667029	
(1, 23), 508.427246	
(1, 34), 520.237180	
(1, 45), 516.505195	
(10, 9), 498.385129	
(19, 19), 500.786734	
(2, 11), 516.890022	
(2, 22), 507.460976	
(2, 33), 515.006976	
(2, 44), 504.938057	
(20, 8), 520.873841	
(21, 9), 497.541121	
(3, 10), 479.415254	
(3, 21), 489.671813	
(3, 32), 489.244683	
(3, 43), 505.111749	
(30, 7), 529.232140	
(31, 8), 517.439768	
(32, 9), 486.806703	
(4, 20), 512.594845	
(4, 31), 511.028420	
(4, 42), 491.498174	
(40, 6), 513.880690	
(41, 7), 509.202480	
(42, 8), 499.728617	
(43, 9), 510.855196	
(5, 30), 496.529218	
(5, 41), 488.137156	
(6, 40), 496.384525	
(8, 0), 503.384861	
(9, 1), 488.419417	
(0, 14), 509.849870	
(0, 25), 499.638442	
(0, 36), 514.031493	
(0, 47), 516.423440	
(1, 13), 504.822183	
(1, 24), 524.962908	
(1, 35), 516.055640	
(1, 46), 524.719763	
(2, 12), 497.797480	
(2, 23), 495.677103	
(2, 34), 520.177363	
(2, 45), 503.666385	
(20, 9), 501.739866	
(3, 11), 508.634507	
(3, 22), 496.632611	
(3, 33), 497.287361	
(3, 44), 499.020208	
(30, 8), 525.496836	
(31, 9), 510.429581	
(4, 10), 489.292630	
(4, 21), 496.805262	
(4, 32), 494.010028	
(4, 43), 510.112180	
(40, 7), 525.979473	
(41, 8), 492.607586	
(42, 9), 491.463732	
(5, 20), 493.295449	
(5, 31), 492.629255	
(5, 42), 470.808874	
(6, 30), 493.908819	
(6, 41), 495.815526	
(7, 0), 493.129906	
(7, 40), 506.941522	
(8, 1), 499.843296	
(9, 2), 488.484385	
(0, 15), 510.881572	
(0, 26), 503.577250	
(0, 37), 497.151323	
(0, 48), 504.688058	
(1, 14), 507.027169	
(1, 25), 507.004787	
(1, 36), 514.581646	
(1, 47), 517.888147	
(2, 13), 500.460817	
(2, 24), 512.777027	
(2, 35), 504.602197	
(2, 46), 519.911395	
(3, 12), 484.176286	
(3, 23), 493.518391	
(3, 34), 503.599392	
(3, 45), 486.498731	
(30, 9), 521.039294	
(4, 11), 516.154578	
(4, 22), 510.978781	
(4, 33), 511.448187	
(4, 44), 501.304863	
(40, 8), 519.440156	
(41, 9), 489.864763	
(5, 10), 481.468961	
(5, 21), 484.363547	
(5, 32), 486.052831	
(5, 43), 503.779222	
(6, 0), 489.141181	
(6, 20), 503.009937	
(6, 31), 511.114280	
(6, 42), 485.144903	
(7, 1), 503.012681	
(7, 30), 506.653614	
(7, 41), 492.541317	
(8, 2), 503.561042	
(8, 40), 503.360079	
(9, 3), 509.623057	
(0, 16), 507.451295	
(0, 27), 519.282812	
(0, 38), 514.945609	
(0, 49), 503.007435	
(1, 15), 509.068303	
(1, 26), 503.477575	
(1, 37), 494.366546	
(1, 48), 502.413820	
(2, 14), 509.761272	
(2, 25), 499.539926	
(2, 36), 512.097202	
(2, 47), 514.227043	
(3, 13), 489.378978	
(3, 24), 501.860400	
(3, 35), 494.235295	
(3, 46), 506.236420	
(4, 12), 496.342803	
(4, 23), 504.125576	
(4, 34), 511.127630	
(4, 45), 499.130682	
(40, 9), 510.396423	
(5, 0), 495.005020	
(5, 11), 511.129002	
(5, 22), 497.000092	
(5, 33), 506.424148	
(5, 44), 496.599768	
(6, 1), 492.396706	
(6, 10), 482.394040	
(6, 21), 490.154006	
(6, 32), 498.353720	
(6, 43), 506.927259	
(7, 2), 495.105198	
(7, 20), 500.359539	
(7, 31), 499.953509	
(7, 42), 484.538902	
(8, 3), 514.434112	
(8, 30), 510.388250	
(8, 41), 499.871399	
(9, 4), 490.538239	
(9, 40), 493.996409	
(0, 17), 506.989122	
(0, 28), 510.041682	
(0, 39), 511.809061	
(1, 16), 514.510983	
(1, 27), 522.121211	
(1, 38), 515.586559	
(1, 49), 502.920145	
(2, 15), 505.749243	
(2, 26), 504.115889	
(2, 37), 494.227369	
(2, 48), 495.365396	
(3, 14), 494.362609	
(3, 25), 491.973807	
(3, 36), 498.381508	
(3, 47), 501.116383	
(4, 0), 494.457922	
(4, 13), 490.758453	
(4, 24), 516.834666	
(4, 35), 504.380240	
(4, 46), 516.711724	
(5, 1), 487.168619	
(5, 12), 493.752757	
(5, 23), 490.623814	
(5, 34), 507.250549	
(5, 45), 491.446432	
(6, 11), 507.083011	
(6, 2), 504.180717	
(6, 22), 506.695268	
(6, 33), 499.479933	
(6, 44), 504.678542	
(7, 10), 483.860075	
(7, 21), 490.826835	
(7, 3), 512.566781	
(7, 32), 496.719614	
(7, 43), 511.328861	
(8, 20), 513.252833	
(8, 31), 507.061308	
(8, 4), 488.219878	
(8, 42), 488.052285	
(9, 30), 491.699872	
(9, 41), 482.943685	
(9, 5), 500.754473	
(0, 18), 518.882565	
(0, 29), 509.416535	
(1, 17), 507.151848	
(1, 28), 514.121569	
(1, 39), 521.968104	
(2, 16), 502.563592	
(2, 27), 514.109743	
(2, 38), 510.199885	
(2, 49), 490.544380	
(3, 0), 489.735802	
(3, 15), 481.923703	
(3, 26), 489.791618	
(3, 37), 480.668067	
(3, 48), 485.580549	
(4, 1), 506.124765	
(4, 14), 502.595055	
(4, 25), 493.870550	
(4, 36), 503.409008	
(4, 47), 513.450844	
(5, 13), 488.293078	
(5, 2), 492.267143	
(5, 24), 508.003665	
(5, 35), 494.415104	
(5, 46), 501.327529	
(6, 12), 487.186427	
(6, 23), 489.726331	
(6, 3), 502.905612	
(6, 34), 499.644410	
(6, 45), 495.621508	
(7, 11), 514.675679	
(7, 22), 503.600160	
(7, 33), 504.163463	
(7, 4), 494.377565	
(7, 44), 497.624353	
(8, 10), 486.696162	
(8, 21), 496.980226	
(8, 32), 492.214058	
(8, 43), 516.663260	
(8, 5), 521.216352	
(9, 20), 492.531486	
(9, 31), 503.633211	
(9, 42), 476.720214	
(9, 6), 506.362306	
(0, 19), 517.288754	
(1, 18), 522.183913	
(1, 29), 515.888551	
(2, 0), 508.829796	
(2, 17), 501.102946	
(2, 28), 509.151811	
(2, 39), 513.163886	
(3, 1), 487.629937	
(3, 16), 495.465192	
(3, 27), 497.863806	
(3, 38), 498.012214	
(3, 49), 478.252999	
(4, 15), 504.996028	
(4, 2), 501.512955	
(4, 26), 496.587010	
(4, 37), 481.411788	
(4, 48), 504.707669	
(5, 14), 495.031284	
(5, 25), 491.631002	
(5, 3), 507.875855	
(5, 36), 495.614720	
(5, 47), 506.936557	
(6, 13), 496.581327	
(6, 24), 509.044721	
(6, 35), 494.333282	
(6, 4), 489.353082	
(6, 46), 506.068312	
(7, 12), 483.255845	
(7, 23), 489.902603	
(7, 34), 506.196513	
(7, 45), 485.840719	
(7, 5), 518.144631	
(8, 11), 518.403746	
(8, 22), 506.536007	
(8, 33), 509.378429	
(8, 44), 502.980546	
(8, 6), 510.037610	
(9, 10), 480.059228	
(9, 21), 482.557493	
(9, 32), 491.546357	
(9, 43), 498.906835	
(9, 7), 497.802737	
(1, 0), 511.090617	
(1, 19), 515.466141	
(2, 1), 501.555651	
(2, 18), 507.118402	
(2, 29), 505.366227	
(3, 17), 489.062790	
(3, 2), 503.992825	
(3, 28), 491.295100	
(3, 39), 493.972297	
(4, 16), 502.889136	
(4, 27), 514.663567	
(4, 3), 516.058832	
(4, 38), 512.226486	
(4, 49), 488.949856	
(5, 15), 488.322931	
(5, 26), 493.669506	
(5, 37), 478.495456	
(5, 4), 495.563067	
(5, 48), 484.853329	
(6, 14), 495.411707	
(6, 25), 494.929311	
(6, 36), 495.622497	
(6, 47), 509.744879	
(6, 5), 509.207554	
(7, 13), 492.207129	
(7, 24), 511.589717	
(7, 35), 498.280955	
(7, 46), 507.705346	
(7, 6), 505.797803	
(8, 12), 491.191651	
(8, 23), 501.252755	
(8, 34), 511.057101	
(8, 45), 496.946333	
(8, 7), 509.895925	
(9, 11), 495.996227	
(9, 22), 496.911526	
(9, 33), 493.610372	
(9, 44), 491.831990	
(9, 8), 496.310556	
(0, 0), 510.057748	
(1, 1), 511.743335	
(2, 19), 513.903081	
(2, 2), 517.611617	
(3, 18), 495.156826	
(3, 29), 500.508034	
(3, 3), 506.679605	
(4, 17), 500.644649	
(4, 28), 494.362916	
(4, 39), 507.286185	
(4, 4), 500.112201	
(40, 40), 512.825359	
(5, 16), 493.261999	
(5, 27), 498.427655	
(5, 38), 496.616533	
(5, 49), 478.764323	
(5, 5), 501.345534	
(6, 15), 493.078292	
(6, 26), 487.779568	
(6, 37), 479.969552	
(6, 48), 482.120583	
(6, 6), 510.878087	
(7, 14), 494.457113	
(7, 25), 482.396425	
(7, 36), 497.814114	
(7, 47), 504.222835	
(7, 7), 499.925850	
(8, 13), 502.129704	
(8, 24), 518.972764	
(8, 35), 505.313365	
(8, 46), 509.806574	
(8, 8), 505.430293	
(9, 12), 480.510428	
(9, 23), 487.395308	
(9, 34), 505.517464	
(9, 45), 485.887726	
(9, 9), 487.627788	
(0, 1), 507.503172	
(1, 2), 514.740760	
(2, 3), 521.552726	
(3, 19), 494.242624	
(3, 4), 496.762112	
(30, 40), 518.835136	
(4, 18), 510.280425	
(4, 29), 506.450901	
(4, 5), 517.004732	
(40, 30), 514.957744	
(40, 41), 507.316314	
(41, 40), 493.309333	
(5, 17), 485.725776	
(5, 28), 489.763213	
(5, 39), 497.515631	
(5, 6), 500.144312	
(6, 16), 499.822703	
(6, 27), 507.800804	
(6, 38), 499.548753	
(6, 49), 481.631095	
(6, 7), 508.021355	
(7, 15), 493.139629	
(7, 26), 492.728828	
(7, 37), 477.976316	
(7, 48), 495.138566	
(7, 8), 502.933435	
(8, 14), 501.226167	
(8, 25), 499.083498	
(8, 36), 502.911701	
(8, 47), 510.449439	
(8, 9), 500.510697	
(9, 13), 489.719824	
(9, 24), 496.609225	
(9, 35), 485.453625	
(9, 46), 502.782120	
(0, 2), 517.521604	
(1, 3), 526.680777	
(2, 4), 503.586911	
(20, 40), 508.931635	
(3, 5), 498.290324	
(30, 30), 517.439905	
(30, 41), 514.918396	
(31, 40), 514.026191	
(4, 19), 513.053367	
(4, 6), 514.734630	
(40, 20), 511.656171	
(40, 31), 517.656284	
(40, 42), 494.714548	
(41, 30), 500.216225	
(41, 41), 498.286077	
(42, 40), 494.346609	
(5, 18), 494.971693	
(5, 29), 491.542448	
(5, 7), 504.443980	
(6, 17), 493.349037	
(6, 28), 499.016113	
(6, 39), 493.618325	
(6, 8), 500.860331	
(7, 16), 492.231300	
(7, 27), 503.894871	
(7, 38), 495.334296	
(7, 49), 481.743697	
(7, 9), 499.796964	
(8, 15), 497.066115	
(8, 26), 492.230091	
(8, 37), 485.776819	
(8, 48), 490.530958	
(9, 14), 486.233330	
(9, 25), 484.545199	
(9, 36), 490.114462	
(9, 47), 498.521112	
(0, 3), 528.272491	
(1, 4), 500.694373	
(10, 40), 490.938211	
(2, 5), 522.929547	
(20, 30), 498.445708	
(20, 41), 499.436895	
(21, 40), 496.628663	
(3, 6), 501.023476	
(30, 20), 521.152803	
(30, 31), 525.676603	
(30, 42), 500.028859	
(31, 30), 508.112826	
(31, 41), 499.080862	
(32, 40), 482.697033	
(4, 7), 516.136374	
(40, 10), 495.903823	
(40, 21), 505.258193	
(40, 32), 501.469085	
(40, 43), 524.124940	
(41, 20), 497.148431	
(41, 31), 496.991741	
(41, 42), 477.293668	
(42, 30), 491.269399	
(42, 41), 490.591368	
(43, 40), 505.325101	
(5, 19), 495.256080	
(5, 8), 506.530410	
(6, 18), 503.769503	
(6, 29), 496.553496	
(6, 9), 501.091906	
(7, 17), 495.819030	
(7, 28), 503.331370	
(7, 39), 490.040296	
(8, 16), 502.874985	
(8, 27), 508.762758	
(8, 38), 502.833988	
(8, 49), 491.080998	
(9, 15), 482.477129	
(9, 26), 485.417195	
(9, 37), 478.813886	
(9, 48), 481.112171	
(0, 4), 510.529269	
(1, 5), 524.459104	
(10, 30), 493.641138	
(10, 41), 486.765910	
(11, 40), 513.299520	
(2, 6), 523.914609	
(20, 20), 505.646602	
(20, 31), 512.277015	
(20, 42), 494.307491	
(21, 30), 502.786495	
(21, 41), 496.003883	
(22, 40), 499.479598	
(3, 7), 496.790165	
(30, 10), 508.859287	
(30, 21), 506.996822	
(30, 32), 506.545925	
(30, 43), 527.812677	
(31, 20), 510.512020	
(31, 31), 515.099140	
(31, 42), 485.835768	
(32, 30), 484.282956	
(32, 41), 478.585229	
(33, 40), 497.678580	
(4, 8), 513.630911	
(40, 11), 526.606778	
(40, 22), 516.095668	
(40, 33), 519.601687	
(40, 44), 514.901462	
(41, 10), 483.263268	
(41, 21), 490.828689	
(41, 32), 492.472441	
(41, 43), 503.439056	
(42, 20), 498.804875	
(42, 31), 500.998459	
(42, 42), 478.568102	
(43, 30), 506.456958	
(43, 41), 506.023070	
(44, 40), 497.075796	
(5, 9), 492.859013	
(6, 19), 501.540573	
(7, 18), 503.167945	
(7, 29), 490.386651	
(8, 17), 493.676308	
(8, 28), 502.605142	
(8, 39), 504.370141	
(9, 16), 486.592870	
(9, 27), 496.882670	
(9, 38), 490.128106	
(9, 49), 478.743912	
(0, 5), 527.961873	
(1, 6), 534.117128	
(10, 20), 497.424377	
(10, 31), 497.802867	
(10, 42), 475.696088	
(11, 30), 508.269950	
(11, 41), 508.259535	
(12, 40), 499.755732	
(2, 7), 515.623510	
(20, 10), 487.263026	
(20, 21), 501.289061	
(20, 32), 499.873817	
(20, 43), 515.768884	
(21, 20), 495.458186	
(21, 31), 505.346020	
(21, 42), 478.325769	
(22, 30), 504.670454	
(22, 41), 497.670087	
(23, 40), 500.558959	
(3, 8), 499.112149	
(30, 11), 529.186415	
(30, 22), 517.098660	
(30, 33), 526.695468	
(30, 44), 519.370349	
(31, 10), 502.221508	
(31, 21), 498.755936	
(31, 32), 495.739460	
(31, 43), 515.143487	
(32, 20), 489.848104	
(32, 31), 500.098063	
(32, 42), 466.332397	
(33, 30), 503.479587	
(33, 41), 496.091419	
(34, 40), 494.170519	
(4, 9), 511.898546	
(40, 12), 504.470573	
(40, 23), 501.030892	
(40, 34), 516.388643	
(40, 45), 500.745812	
(41, 11), 506.192502	
(41, 22), 495.355599	
(41, 33), 497.462054	
(41, 44), 493.484919	
(42, 10), 491.405176	
(42, 21), 484.211776	
(42, 32), 488.660256	
(42, 43), 501.154409	
(43, 20), 517.433905	
(43, 31), 515.715412	
(43, 42), 486.345408	
(44, 30), 502.903234	
(44, 41), 494.771428	
(45, 40), 514.209986	
(7, 19), 499.481717	
(8, 18), 511.670412	
(8, 29), 498.208445	
(9, 17), 480.956832	
(9, 28), 490.959573	
(9, 39), 487.497588	
(0, 6), 525.298307	
(1, 7), 521.538568	
(10, 10), 481.944035	
(10, 21), 486.307615	
(10, 32), 481.144171	
(10, 43), 502.224697	
(11, 20), 514.202081	
(11, 31), 523.913207	
(11, 42), 498.755620	
(12, 30), 504.045203	
(12, 41), 504.044520	
(13, 40), 518.396671	
(19, 0), 497.484975	
(2, 8), 515.358104	
(20, 11), 519.313137	
(20, 22), 515.644717	
(20, 33), 510.123990	
(20, 44), 498.612164	
(21, 10), 484.425473	
(21, 21), 485.106101	
(21, 32), 494.848833	
(21, 43), 506.652384	
(22, 20), 504.479318	
(22, 31), 510.283383	
(22, 42), 484.209331	
(23, 30), 506.332927	
(23, 41), 489.125497	
(24, 40), 488.917544	
(3, 9), 489.802764	
(30, 12), 500.128538	
(30, 23), 514.794490	
(30, 34), 527.413239	
(30, 45), 506.040378	
(31, 11), 522.101575	
(31, 22), 514.828666	
(31, 33), 517.910406	
(31, 44), 513.873029	
(32, 10), 473.768389	
(32, 21), 478.658996	
(32, 32), 480.237351	
(32, 43), 498.162533	
(33, 20), 509.743028	
(33, 31), 513.972758	
(33, 42), 485.602505	
(34, 30), 494.418034	
(34, 41), 493.140568	
(35, 40), 493.037795	
(40, 13), 502.635070	
(40, 24), 524.782360	
(40, 35), 510.610263	
(40, 46), 523.945808	
(41, 12), 480.168878	
(41, 23), 483.703625	
(41, 34), 503.705504	
(41, 45), 489.476322	
(42, 11), 514.152388	
(42, 22), 502.176180	
(42, 33), 500.733781	
(42, 44), 499.262251	
(43, 10), 494.744404	
(43, 21), 500.439620	
(43, 32), 492.372049	
(43, 43), 519.770498	
(44, 20), 501.892194	
(44, 31), 499.085696	
(44, 42), 479.559645	
(45, 30), 513.722466	
(45, 41), 504.903532	
(46, 40), 499.673662	
(8, 19), 499.918167	
(9, 18), 486.663853	
(9, 29), 484.783401	
(0, 7), 515.111590	
(1, 8), 515.869850	
(10, 11), 516.180357	
(10, 22), 495.146344	
(10, 33), 511.799595	
(10, 44), 496.406371	
(11, 10), 508.920957	
(11, 21), 499.261446	
(11, 32), 511.366501	
(11, 43), 522.435507	
(12, 20), 501.081125	
(12, 31), 509.560041	
(12, 42), 483.560282	
(13, 30), 516.650500	
(13, 41), 513.984150	
(14, 40), 511.737042	
(18, 0), 491.512840	
(19, 1), 495.774115	
(2, 9), 502.981746	
(20, 12), 498.453911	
(20, 23), 501.322615	
(20, 34), 512.201740	
(20, 45), 491.684995	
(21, 11), 511.032877	
(21, 22), 497.912145	
(21, 33), 500.769800	
(21, 44), 495.254529	
(22, 10), 483.886352	
(22, 21), 504.034899	
(22, 32), 493.580449	
(22, 43), 512.935452	
(23, 20), 510.708459	
(23, 31), 505.756009	
(23, 42), 478.157059	
(24, 30), 492.776553	
(24, 41), 492.164357	
(25, 40), 507.276303	
(29, 0), 490.091518	
(30, 13), 506.983043	
(30, 24), 521.119471	
(30, 35), 510.905780	
(30, 46), 528.199942	
(31, 12), 503.446563	
(31, 23), 500.983877	
(31, 34), 513.200314	
(31, 45), 502.591074	
(32, 11), 497.682251	
(32, 22), 499.143252	
(32, 33), 499.428205	
(32, 44), 490.851396	
(33, 10), 490.178728	
(33, 21), 492.656986	
(33, 32), 498.401905	
(33, 43), 516.327654	
(34, 20), 502.955778	
(34, 31), 501.360069	
(34, 42), 482.020374	
(35, 30), 493.983512	
(35, 41), 487.965966	
(36, 40), 495.287819	
(40, 14), 511.270753	
(40, 25), 499.353732	
(40, 36), 506.118397	
(40, 47), 514.316015	
(41, 13), 487.912349	
(41, 24), 506.293957	
(41, 35), 486.760021	
(41, 46), 500.736562	
(42, 12), 486.819083	
(42, 23), 502.586961	
(42, 34), 497.402148	
(42, 45), 492.863893	
(43, 11), 523.356512	
(43, 22), 512.560283	
(43, 33), 519.992807	
(43, 44), 509.092568	
(44, 10), 487.982815	
(44, 21), 488.075208	
(44, 32), 487.975189	
(44, 43), 507.591364	
(45, 20), 510.121782	
(45, 31), 515.998323	
(45, 42), 498.047859	
(46, 30), 503.008407	
(46, 41), 491.264160	
(47, 40), 501.922022	
(9, 19), 491.782911	
(0, 8), 516.675069	
(1, 9), 518.429102	
(10, 12), 486.474650	
(10, 23), 499.265756	
(10, 34), 504.747631	
(10, 45), 484.092113	
(11, 11), 526.980143	
(11, 22), 510.817755	
(11, 33), 527.051069	
(11, 44), 521.950952	
(12, 10), 486.774226	
(12, 21), 491.214455	
(12, 32), 495.580133	
(12, 43), 510.400734	
(13, 20), 519.829382	
(13, 31), 530.139206	
(13, 42), 488.509709	
(14, 30), 513.967383	
(14, 41), 508.575729	
(15, 40), 514.796760	
(17, 0), 495.698537	
(18, 1), 491.099358	
(19, 2), 496.763101	
(20, 13), 497.563431	
(20, 24), 504.980385	
(20, 35), 499.333978	
(20, 46), 512.877847	
(21, 12), 485.873136	
(21, 23), 491.975102	
(21, 34), 500.289873	
(21, 45), 492.215936	
(22, 11), 513.548115	
(22, 22), 505.754086	
(22, 33), 509.707567	
(22, 44), 501.456828	
(23, 10), 482.742114	
(23, 21), 490.043616	
(23, 32), 494.829706	
(23, 43), 507.822162	
(24, 20), 498.463989	
(24, 31), 501.681324	
(24, 42), 472.822197	
(25, 30), 506.063511	
(25, 41), 498.460776	
(26, 40), 496.590307	
(28, 0), 506.070750	
(29, 1), 490.743165	
(30, 14), 516.601281	
(30, 25), 508.575622	
(30, 36), 518.584206	
(30, 47), 522.731662	
(31, 13), 499.379075	
(31, 24), 515.263271	
(31, 35), 501.296580	
(31, 46), 515.400425	
(32, 12), 479.248392	
(32, 23), 481.318061	
(32, 34), 490.515013	
(32, 45), 488.862399	
(33, 11), 517.341363	
(33, 22), 501.484935	
(33, 33), 511.942675	
(33, 44), 499.143786	
(34, 10), 485.442524	
(34, 21), 487.348217	
(34, 32), 487.242743	
(34, 43), 509.363216	
(35, 20), 492.962253	
(35, 31), 501.166486	
(35, 42), 476.361685	
